Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,Link
RXDX,"Ignyta, Inc.",8.1,$261.95M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxdx,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQi_2tyD2HX_QQEdGxKSlQ7oBENMoJs73Ib0xR103BJySaLkj8_-glthA
IIVI,II-VI Incorporated,21.9,$1.34B,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/iivi,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMvGJMiwjTxgGfm7DfIeYCKMvMjeGJ4NUMH1_c0BRxAQZ_N-MKHPCd_w
KANG,"iKang Healthcare Group, Inc.",21.52,$1.41B,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/kang,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxQVFxjWw3NGIJUAxt-dh9ZEYNNvt6Ia48xPwkV8cX0E30L-KmjUHz8AA
IKNX,Ikonics Corporation,11.4,$23.01M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/iknx,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQNbF0XsHT_c__GXnZQlM6nXXOJuLg8CPo1Dvr5m0_kyzg_ytDNYHIj-Q
ILMN,"Illumina, Inc.",143.59,$21.11B,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/ilmn,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFdL9tHVZGGbkM_AHBwbuxoBjRSJTqcfkwkzxAfSV_1Cu2uGB8oiaFEw
ISNS,"Image Sensing Systems, Inc.",2.48,$12.47M,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/isns,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2lE4OmRmyEXnQkL2Ag6xOr7tl1Bb2J7rOvBtSBtUxgmTozZ-VvbSbWg
IMMR,Immersion Corporation,7.93,$224.89M,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/immr,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPL41IZjy6PJVyP-qgc--gW4HI_zbCXxCvgmUVkdD4q3zz7Xpg_s3gERY
ICCC,ImmuCell Corporation,6.74,$28.17M,1987,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/iccc,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR4fynQnT6ikEh2fXKzj4tHIPI_uhiFgtuzuaSBpFOc0sL02zRkxCA2ew4
IMDZ,Immune Design Corp.,16.65,$335.55M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imdz,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSKpNS_-_o1UNtxEFV1uWQA18WtQAr4Mt4mDuvq6sI7yUep6qtsMCFJZQ
IMNP          ,Immune Pharmaceuticals Inc.,0.35,$12.6M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imnp,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsyKZAJ7Xy6-HwmPMx42mDRYFhDW4t3As_DcRFnLiVPyT_2ZiKnbPjHw
IMGN,"ImmunoGen, Inc.",9.28,$807.92M,1989,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imgn,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpEECa7mmWvg-UKD5sAXqe5peXDZBRAYGdrLQtUKOU28FRmz6vERMuO7ph
IMMU,"Immunomedics, Inc.",3.22,$305.07M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/immu,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTLYI5-mZrbesE-feAVqNgrTmoOfCGoaTcly_uUIFpt6bsVEZcf3Igk9HYo
IPXL,"Impax Laboratories, Inc.",36.25,$2.63B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipxl,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSt2LH4AlLLfUlsVShysdtWECoQL-osvIJAyu2qpUzwZLwcTjWgn7RoXw
IMMY,"Imprimis Pharmaceuticals, Inc.",3.92,$51.37M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/immy,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQZ0uOmb2c1OR6eQ3jeRBnpefA6U8jBabM378Hem2qhMFaJ68auj7IWhoA
INCR,"INC Research Holdings, Inc.",49.06,$2.65B,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incr,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRaw9XQpficKalPVzxFUy3TgchUP0PrCpmoXXEuqZ3roiD3bEpxPK7xhLQh
SAAS,"inContact, Inc.",9.35,$580.52M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/saas,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTmlDbcNHMQY1AzRpiOADVV7uBJtGEOyNTOxLY75XxDpgRVob2mJoOnN-4L
INCY,Incyte Corporation,76.77,$14.37B,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incy,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQzpDyutYNkLimHSiknabkK1mXRh-Rsx-Yp_nR7-LUb6coLSyZrnfDVvWV-
INDB,Independent Bank Corp.,48,$1.26B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/indb,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcROB-ZhHEvOWAGpd5HEOzDqK5MzhUzX6isgyqdWHCs7fcNAlPvdLMRQdp4
IBCP,Independent Bank Corporation,14.86,$317.43M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibcp,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcROB-ZhHEvOWAGpd5HEOzDqK5MzhUzX6isgyqdWHCs7fcNAlPvdLMRQdp4
IBTX,"Independent Bank Group, Inc",32.52,$600.48M,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/ibtx,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcROB-ZhHEvOWAGpd5HEOzDqK5MzhUzX6isgyqdWHCs7fcNAlPvdLMRQdp4
IDSA,"Industrial Services of America, Inc.",2.67,$21.41M,n/a,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/idsa,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS_ZmxPg5jeyQzLCVnnnWAtY5_j05eenarx_H_9-mMMsm6JKqNBpD7DHvX2
INFN,Infinera Corporation,14.66,$2.07B,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/infn,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT-tGG0YBuoIF2B_wby7L6OCbHGrZ49yj0lfi-Gqrcsj8DcwyRC_-GaJDc
INFI,"Infinity Pharmaceuticals, Inc.",6.55,$323.17M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/infi,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTzatwWuJaO0006eXweuV46y9GlmJ8jog1pp7c2NIzVQVav_CCEWTpumA
IPCC,Infinity Property and Casualty Corporation,77.14,$854.03M,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ipcc,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRXYmfV9D36oBKBPt93GQxTmJKgWCR4MDgnM__h6JsAlpSTUm9zhGX_NiE
III,"Information Services Group, Inc.",4.16,$155.16M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/iii,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTeFXQEyah3mnW--ZWqJ1Mw54QZyH0JsK8mE6t1mvJtpttIPVipxTyhGr4
IFON,InfoSonics Corp,0.9554,$13.75M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/ifon,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSe4OrkboCcLAXaYCiwYeeGakOcRCw0u-sOW-XlcvVOxi7hlHLN9K7I2go
IMKTA,"Ingles Markets, Incorporated",35.03,$709.7M,1987,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/imkta,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTZX5n0mwsCyyuUFU9JEK-FA4kFdXPUrPMElSQad3StmTHDjtwrBfyOoSat
INWK,"InnerWorkings, Inc.",8.27,$447.8M,2006,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/inwk,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTB_H7Wptw-O_4SQ4gMMthHHJ2KaUsdouUdCir-JsEx0sGHCn5F104IdBc
INNL,Innocoll Holdings,8.19,$199.33M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/innl,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTo01FoCeOeNfc-m6iqpOQx_-vEg0ldsIoQfm-CZxGROmm8DSKdk2t8OQ
INOD,Innodata Inc.,2.22,$56.49M,1993,Technology,EDP Services,http://www.nasdaq.com/symbol/inod,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRYOOg-SowEaanQyQKxplv5EL1n-SNzYUFTS4PDlph6XabxGFoEWbhI3pg
IPHS,"Innophos Holdings, Inc.",35.69,$688.41M,2006,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/iphs,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRJalUzGRQudUqe8mA3hi_xyYt_Ht6SJ8l-ZNcPO377dFEbqj4XdkPRLw
IOSP,Innospec Inc.,48.91,$1.17B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iosp,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTEi_M9K3kANbdrdwoAkmedlCGGVdXD3Fsb_l976YC7FxKgnLQRfZttLQ
ISSC,"Innovative Solutions and Support, Inc.",2.73,$46.32M,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/issc,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTmKzUxd5TjqSE-2W5jc_rD_HeBmXIgNzAOf262BOiN-yOvKdlwDcLWSA
INVA,"Innoviva, Inc.",13.75,$1.57B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/inva,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQWQutBhYrStIXT5noCEid79p82X-i6Y7-ZumPcHR14gik7kNlun8kUEQ
INGN,"Inogen, Inc",49.64,$985.49M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ingn,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTQ1300aLu1L9gRHd-5pCrWlkILn7a_Swwbjc9JSS8re6NWBudWk2bDfg
ITEK,Inotek Pharmaceuticals Corporation,9.18,$242.57M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itek,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQMzMQdxirP80bCgYgef0ZGhuKdLOtQGIxlIYZSQcbxZd_vPyd2krZNb_k
INOV,"Inovalon Holdings, Inc.",18.34,$2.78B,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/inov,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRXrhHM3SqvZ8B43uu3OM6ukI--Javb-MxjxIBtAzCFQGnfJ_fgJ9OGHjo
INO,"Inovio Pharmaceuticals, Inc.",10.33,$746.07M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ino,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSGtrfGNjU5_xPGSWWj44Qk96lBOKZYYdppVcd7TsS77GsQ7Po4D1zZ9w
NSIT,"Insight Enterprises, Inc.",28.47,$1.06B,1995,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nsit,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnLLYOvwAeyqWfG7mVRJLnU0sBTd_UW4KZBxSn9etmHlozbEwbGfmPPajN
ISIG,"Insignia Systems, Inc.",2.78,$32.28M,1991,Consumer Services,Advertising,http://www.nasdaq.com/symbol/isig,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRG6zRKH1u9dnui7-Hug13fbAkrHsgUR3vq-x2FTjeMc-PO6hJSiUtHjAo
INSM,"Insmed, Inc.",14.26,$882.09M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcS07PjX4VYnfqpNdRIpAbtx5Ek6hjoaMKwYXmGhFXQrCz6dalOwQ5aejZs
IIIN,"Insteel Industries, Inc.",30.09,$559.68M,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQFg903-qIy9iW70WadUZK1HDwrdWSmxw-j5lNtMom74yV5C355okP7FQ
PODD,Insulet Corporation,35.06,$2B,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzhg4HPbO-2BegHrsyDgmfgFP3LmqrWBLWNffMggzmir_EuYq0K9m4vyI
INSY,"Insys Therapeutics, Inc.",16.12,$1.15B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTtzVU48gvPrkLaC9GDqpviwziXxxmlh-_LHWDojVrrgVPZ-UF3LZKGbhg
NTEC,Intec Pharma Ltd.,3.74,$42.82M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntec,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-poKUGKDl80kC8iPdMUrjeVFLu6yijA_jn85gBtV2vXbiGFpZbWoXuG4
IART,Integra LifeSciences Holdings Corporation,66.43,$2.46B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRZNciSmg95HmYEsnS4FZvsgwah-mo2H_5qbo89vYqBOt26TrQx-2AHL-I
IDTI,"Integrated Device Technology, Inc.",20.36,$2.76B,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ7RwqnsNLG13qfoLPU_EDgegs2bQh0MpX_cVLl1pPzUmDATlBUU_OYXw8
IESC,"Integrated Electrical Services, Inc.",14.34,$307.77M,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/iesc,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTR56MmlmcjGQXt-5MPAaOTtYor7tNh6CtUg4-Z8fE6S9GbE4MURR2Q4A
INTC,Intel Corporation,31.64,$149.47B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcS74YrVlwUMwvPIVV7ZQTNLZkPKAHCrqX6w3zremzOiyBhPorUGGGI0bwQ
IQNT,"Inteliquent, Inc.",16.2,$549.39M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/iqnt,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTmZGX_OTRyc3HRcaq-nuCVycfZhX9v1gTssX30I6GHWskcn2Cr0VLXsulI
IPCI,Intellipharmaceutics International Inc.,2.08,$51.31M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrXvJVVU_aRAPPn-0dCdTPsTnVOSgkaolytACKvOaEiT5v1TKaxbCvNWg
IPAR,"Inter Parfums, Inc.",31.3,$971.49M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQbWiZVUNlV14zlRTfLiSB-d8H2_ED4yG_72QUqqn9vXSgIsqnBqsfgig
IBKR,"Interactive Brokers Group, Inc.",40.17,$16.35B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSOdSj2IrpTrzYd6izV-FS33fNLyzzBM5uTlIFOqhgkshz47sHylsKeoQA
ININ,"Interactive Intelligence Group, Inc.",38.54,$849.11M,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inin,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT-fmNf8V45QtjIeFQet4B5x2ohsH-E9mbNKehKSVucl-XKvmNj3sYwKYDk
ICPT,"Intercept Pharmaceuticals, Inc.",157.74,$3.85B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTOAI9kGftkc5vScJpMTV_dDwa9Y2B-CVtOGXVaCkoQvFNgxfQCAqOpDpo
ICLD,"InterCloud Systems, Inc",0.76,$19.75M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/icld,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRoMhtPy5l3eSSZVNRC2qAZi5DkCuShC7D3-KchpIZaAxCIgimQP-_4uCM
ICLDW,"InterCloud Systems, Inc",0.33,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/icldw,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRoMhtPy5l3eSSZVNRC2qAZi5DkCuShC7D3-KchpIZaAxCIgimQP-_4uCM
IDCC,"InterDigital, Inc.",57.7,$2.02B,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZRpgQfpe6rj7HxepyovEuLVAk2OKSK5HF2UUCO2m3HZplmZkjm0J2pA
TILE,"Interface, Inc.",18.3,$1.21B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTzhKL_o3gjBtdHXlHrUfEq6QixNXTKAOTfsTiOZpinDdMtYbx5rpiyw3c
LINK,"Interlink Electronics, Inc.",8.5,n/a,n/a,Others,n/a,http://www.nasdaq.com/symbol/link,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTs6JY8iFkd09mJmYWKyvMH1Ewp8lhOzbnDFOIE2i-4JGIK5GBbcW2f74Ln
IMI,"Intermolecular, Inc.",2.46,$121.82M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQb25bYGM5Pn8BkDWSyIyvKUZV9VSg-QamOabjTceNm_LaDn2Vrr1zvLQ
INAP,Internap Corporation,2.83,$158.18M,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSlGkr0otavgajHqaW3qze7AHtAkOvlnBhlIHzkZAGOnNihMDKO--Re1g
IBOC,International Bancshares Corporation,26.49,$1.75B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTL5dutE9VZlixZrwBTBVdtxLydSVs_9OnhttbnzGf3owlAsuNfMICEnaw
ISCA,International Speedway Corporation,34.06,$1.58B,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSH8XTXeDtF-iKNcNEXx5FhNndJJVMBaODH_MHINtEtVsMMbsiqAy6N7Uo
IGLD,Internet Gold Golden Lines Ltd.,14.5,$278.45M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSPgAYqk0CfpohqSmiu61CCKfVtCK5disMaLI4lac_T-4T3NyXTiSZKWg
IIJI,"Internet Initiative Japan, Inc.",10.195,$952.45M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSz96McYhc3g05HaD2v175ui7_gV_uyseOQPyj7wh4DbxRg2F-pnEwDzTQ
IDXG,"Interpace Diagnostics Group, Inc.",0.4766,$8.66M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/idxg,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRE_UoBD57svTL9kLwFAKweiuCclQ7i0IIibdTAVgHYlYJmyvReUHcxbCc
XENT,"Intersect ENT, Inc.",19.2,$541M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xent,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRBcUkeBBxBhoaL36v95La_37dqhzYeafhOi7eDoio3BXvjl2Jl1pjprw
INTX,"Intersections, Inc.",2.43,$56.86M,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAHOE74OLlndppA6WLcIIbd65Y7dqhwCjU0UaZMXWxJlo_Izlg0yx79Q
ISIL,Intersil Corporation,13,$1.73B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/isil,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT4hg2wmA7fBcMdE4stfTl50Va4X9QKLpNmh_LsXkYs4YAH7iWiZlDR6Js
IILG,"Interval Leisure Group, Inc.",13.48,$774.97M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/iilg,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQMzMQdxirP80bCgYgef0ZGhuKdLOtQGIxlIYZSQcbxZd_vPyd2krZNb_k
IILGV,"Interval Leisure Group, Inc.",13.37,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/iilgv,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQMzMQdxirP80bCgYgef0ZGhuKdLOtQGIxlIYZSQcbxZd_vPyd2krZNb_k
IVAC,"Intevac, Inc.",4.79,$98.91M,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRiS4iYXIEKJYh7p-C5X27DBSX4SvC-G32hHcMrgziQWD-y57mv2ENl3cw
INTL,INTL FCStone Inc.,28.64,$546.4M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRUQZivUGiJqi1jHPXcA5B6mSigv0zQHO8XQ8M9FF0fMTIi3Dcj20cjYw0
INTLL,INTL FCStone Inc.,25.418,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intll,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRUQZivUGiJqi1jHPXcA5B6mSigv0zQHO8XQ8M9FF0fMTIi3Dcj20cjYw0
ITCI,Intra-Cellular Therapies Inc.,37.98,$1.64B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTwQU1HxL_GYaG2ob5Pg_PtR8a9la8nxv-OvrUlf_ftD08k3URidr-rR2g
IIN,IntriCon Corporation,6.35,$37.98M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQmQ3rZYv9iuz5RLTP5I-YGr2P_2jpUTnnI8uhZ5Gpi3YfV6cmOyjASXHY
INTU,Intuit Inc.,102.33,$26.28B,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRO3F69RtBoVjztAjr1MvGNXke9GONOnav8mp1bhYM34Gtsuf6cCcwE6A
ISRG,"Intuitive Surgical, Inc.",638.15,$24.29B,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSxGisByGh30bVpwGq9IrLiOFP0ft64I-RZRh-vdroKCR0kLssCZGzb0Nc
INVT,"Inventergy Global, Inc.",1.87,$7.88M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/invt,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQE_evk0J4mtgd9cDun3gHbrWItDVXmhcaCXPCub83dHuhIekM0YhEdxQ
SNAK,"Inventure Foods, Inc.",7.06,$138.45M,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSjzYphSbtvbpqLIvY8BTWhuWtXMElSeKikLytambQrBW54rmX7Ym4Gl8
ISTR,Investar Holding Corporation,15.05,$109.93M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTo9QM4UV9ZJMTfZvsY5eMvVLkWcaddMiQE23M4Zt4ck1FSgn2rcQhXsw
ISBC,"Investors Bancorp, Inc.",11.7,$3.84B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/isbc,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRtskNIBJDvBdTx3GwI4-jCiD4VerACHDPatnBlE09cPEOW2vJnvFONNmk
ITIC,Investors Title Company,95.87,$185.67M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRDpZGQt5bncC0auSXIKX7ASp360Gyp8ysP3gRsspaH6CRT88Tc3DeAyjI
NVIV,InVivo Therapeutics Holdings Corp.,6.11,$168.62M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQc8wJ8WuEm97MpQC06adOBLRTqDGIH_UvWQ_8PbqrqfVGfTy4rDVFSmQ
IVTY,"Invuity, Inc.",6.92,$92.74M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ivty,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRYLCxNFbCkTxQJ3zf26ZN1mFXxnxdzZ5WqyoqT47onMoShb48QE3mSDA
IONS,"Ionis Pharmaceuticals, Inc.",43.44,$5.24B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ions,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSZwAMsaPd7E4VwU7GUjtDfJg2yJwygw6LFTxacJO7GbCgsoHcR3_TdFw
IPAS,iPass Inc.,1.13,$72.99M,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRBaUTz68xDotQGp6SFND3zU1QnDVbQVMtIKjM1JtAwJI4c5Q6-CZy0MXM
IPGP,IPG Photonics Corporation,99.45,$5.26B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcStiYEIjzLzRhc7UXecbygM9vOpybaeqERbcs7508D5BHeIBJ0UmtxrIA
